0.275074,0.0696144,-0.141097,-1.75669,0.0847413,1.71059,0.965926
0.274389,0.0699423,-0.141723,-1.75976,0.0836797,1.71482,0.963349
0.273367,0.0704718,-0.142656,-1.76426,0.0821144,1.72109,0.959525
0.272015,0.0712462,-0.143887,-1.77007,0.0800801,1.72932,0.954508
0.270343,0.0723184,-0.145404,-1.77702,0.0776225,1.73938,0.948371
0.268366,0.0737466,-0.147191,-1.78494,0.0747968,1.75112,0.941206
0.2661,0.0755892,-0.149227,-1.7936,0.0716653,1.76439,0.933116
0.263567,0.0779,-0.151488,-1.80281,0.0682951,1.77898,0.924215
0.261102,0.0803994,-0.153672,-1.81129,0.0651482,1.79295,0.915696
0.258704,0.0830559,-0.155779,-1.81911,0.06221,1.80635,0.907539
0.256079,0.0861995,-0.158065,-1.8272,0.0591253,1.82077,0.898747
0.253539,0.0894726,-0.160254,-1.83459,0.0562711,1.83452,0.89037
0.251082,0.092844,-0.16235,-1.84133,0.0536306,1.84761,0.882385
0.248442,0.0966764,-0.164577,-1.84816,0.0509178,1.86147,0.873925
0.245902,0.100564,-0.166692,-1.85432,0.048431,1.8746,0.865901
0.243213,0.104878,-0.168902,-1.86044,0.0459248,1.88829,0.857526
0.240405,0.109592,-0.171175,-1.8664,0.0434426,1.90235,0.848901
0.23773,0.114273,-0.173305,-1.87168,0.0412087,1.91553,0.840803
0.234971,0.119283,-0.175465,-1.87673,0.0390316,1.92891,0.832563
0.232156,0.124574,-0.177628,-1.88149,0.0369416,1.94233,0.82427
0.229313,0.130092,-0.179767,-1.8859,0.0349634,1.95566,0.816011
0.226471,0.135774,-0.18186,-1.88993,0.0331161,1.96876,0.807864
0.223655,0.141554,-0.183886,-1.89357,0.0314129,1.98151,0.799902
0.220892,0.147368,-0.185826,-1.8968,0.0298615,1.99382,0.792189
0.218202,0.153147,-0.187667,-1.89963,0.0284644,2.00559,0.784781
0.215608,0.15883,-0.189396,-1.90208,0.02722,2.01676,0.777722
0.213127,0.164358,-0.191007,-1.90417,0.0261229,2.02727,0.77105
0.210773,0.169679,-0.192495,-1.90594,0.0251648,2.03709,0.764793
0.208558,0.174749,-0.193858,-1.90741,0.0243354,2.04618,0.75897
0.206492,0.179533,-0.195097,-1.90862,0.0236234,2.05455,0.75359
0.204579,0.184003,-0.196216,-1.9096,0.0230166,2.06219,0.748658
0.202823,0.188141,-0.197218,-1.91039,0.0225029,2.06912,0.744168
0.201223,0.191937,-0.19811,-1.91102,0.0220706,2.07536,0.74011
0.199777,0.195388,-0.1989,-1.91152,0.0217087,2.08095,0.736469
0.19848,0.198498,-0.199593,-1.91191,0.0214071,2.0859,0.733225
0.197326,0.201278,-0.2002,-1.91221,0.0211567,2.09028,0.730356
0.196307,0.203741,-0.200726,-1.91244,0.0209496,2.09411,0.727835
0.195414,0.205907,-0.20118,-1.91261,0.0207787,2.09745,0.725636
0.194637,0.207795,-0.20157,-1.91274,0.0206381,2.10034,0.72373
0.193966,0.209429,-0.201903,-1.91284,0.0205227,2.10281,0.722091
0.193391,0.210832,-0.202185,-1.91291,0.0204282,2.10493,0.72069
0.192902,0.212028,-0.202423,-1.91297,0.020351,2.10672,0.719501
0.192489,0.213039,-0.202623,-1.91301,0.020288,2.10823,0.718499
0.192142,0.213888,-0.202789,-1.91304,0.0202368,2.10949,0.71766
0.191854,0.214595,-0.202927,-1.91306,0.0201953,2.11054,0.716963
0.191615,0.215181,-0.20304,-1.91308,0.0201617,2.11141,0.716387
0.191419,0.215661,-0.203132,-1.91309,0.0201347,2.11212,0.715915
0.191259,0.216053,-0.203208,-1.9131,0.020113,2.1127,0.715531
0.19113,0.216371,-0.203268,-1.91311,0.0200957,2.11316,0.71522
0.191026,0.216626,-0.203317,-1.91311,0.0200819,2.11354,0.71497
0.190943,0.21683,-0.203356,-1.91312,0.020071,2.11384,0.71477
0.190878,0.216991,-0.203387,-1.91312,0.0200624,2.11407,0.714613
0.190826,0.217118,-0.203411,-1.91312,0.0200557,2.11426,0.714488
0.190786,0.217217,-0.20343,-1.91312,0.0200505,2.1144,0.714391
0.190754,0.217295,-0.203444,-1.91312,0.0200464,2.11452,0.714316
0.19073,0.217354,-0.203456,-1.91312,0.0200433,2.1146,0.714258
0.190712,0.217399,-0.203464,-1.91312,0.020041,2.11467,0.714214
0.190222,0.219144,-0.203714,-1.91359,0.0199711,2.1175,0.713257
0.19027,0.220244,-0.203702,-1.91423,0.0200867,2.11936,0.713836
0.190339,0.221884,-0.203684,-1.91516,0.02026,2.12212,0.714693
0.190429,0.22405,-0.20366,-1.91638,0.0204908,2.12574,0.715817
0.190538,0.226725,-0.203631,-1.91784,0.0207786,2.13016,0.717191
0.190664,0.229882,-0.203597,-1.91951,0.0211227,2.13532,0.718793
0.190803,0.233494,-0.203557,-1.92134,0.0215217,2.14115,0.720601
0.190953,0.237524,-0.203512,-1.9233,0.0219737,2.14756,0.722587
0.191111,0.241933,-0.203463,-1.92534,0.0224762,2.15445,0.724723
0.191274,0.246674,-0.203409,-1.92742,0.0230258,2.16174,0.726981
0.191439,0.251698,-0.20335,-1.92949,0.0236183,2.16933,0.729329
0.191603,0.256952,-0.203287,-1.93152,0.0242486,2.17712,0.731739
0.191764,0.26238,-0.20322,-1.93348,0.0249109,2.18501,0.734181
0.191921,0.267925,-0.203148,-1.93533,0.0255988,2.19292,0.736629
0.19207,0.273529,-0.203074,-1.93707,0.0263051,2.20076,0.739056
0.19221,0.279135,-0.202996,-1.93867,0.0270225,2.20846,0.741439
0.192341,0.284688,-0.202916,-1.94013,0.0277435,2.21595,0.743759
