1. Time,2. q_1,3. q_2,4. q_3,5. q_4,6. q_5,7. q_6,8. q_7,9. O_T_EE_11,10. O_T_EE_21,11. O_T_EE_31,12. O_T_EE_41,13. O_T_EE_12,14. O_T_EE_22,15. O_T_EE_32,16. O_T_EE_42,17. O_T_EE_13,18. O_T_EE_23,19. O_T_EE_33,20. O_T_EE_43,21. O_T_EE_14,22. O_T_EE_24,23. O_T_EE_34,24. O_T_EE_44,25. q_1_d,26. q_2_d,27. q_3_d,28. q_4_d,29. q_5_d,30. q_6_d,31. q_7_d,32. dq_1,33. dq_2,34. dq_3,35. dq_4,36. dq_5,37. dq_6,38. dq_7,39. dq_1_d,40. dq_2_d,41. dq_3_d,42. dq_4_d,43. dq_5_d,44. dq_6_d,45. dq_7_d,46. tau_J_1,47. tau_J_2,48. tau_J_3,49. tau_J_4,50. tau_J_5,51. tau_J_6,52. tau_J_7,53. joint_contact_1,54. joint_contact_2,55. joint_contact_3,56. joint_contact_4,57. joint_contact_5,58. joint_contact_6,59. joint_contact_7,60. joint_collision_1,61. joint_collision_2,62. joint_collision_3,63. joint_collision_4,64. joint_collision_5,65. joint_collision_6,66. joint_collision_7,67. cartesian_contact_x,68. cartesian_contact_y,69. cartesian_contact_z,70. cartesian_contact_R,71. cartesian_contact_P,72. cartesian_contact_Y,73. cartesian_collision_x,74. cartesian_collision_y,75. cartesian_collision_z,76. cartesian_collision_R,77. cartesian_collision_P,78. cartesian_collision_Y,79. tau_ext_1,80. tau_ext_2,81. tau_ext_3,82. tau_ext_4,83. tau_ext_5,84. tau_ext_6,85. tau_ext_7,86. O_F_ext_x,87. O_F_ext_y,88. O_F_ext_z,89. O_F_ext_R,90. O_F_ext_P,91. O_F_ext_Y,92. Gripper Width,93. Object Grasped
689.8,0.245985,0.140013,-0.141523,-1.75064,0.0812785,1.97638,0.905609,0.995866,-0.0448603,0.0788564,0,-0.0395701,-0.99693,-0.0674145,0,0.0816402,0.0640167,-0.994604,0,0.617071,0.0796485,0.390967,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0746249,0.186682,0.00011481,0.00213845,-0.0086874,0.436706,0.0010983,0,0,0,0,0,0,0,0.446173,-35.0727,-0.172775,22.5239,0.952233,2.25328,0.0892211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481683,-0.793659,0.325745,0.00470819,0.188273,-0.110895,0.102639,-2.53179,0.556878,0.534582,-0.128961,-1.64889,0.417661,0.0798874,0
689.834,0.243502,0.146494,-0.141521,-1.75062,0.0808804,1.99032,0.905593,0.995089,-0.0479045,0.086509,0,-0.0421751,-0.996859,-0.0668831,0,0.089443,0.0629073,-0.994003,0,0.620443,0.0782791,0.388445,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.06729,0.190066,0.00227181,0.00232527,-0.0148308,0.364154,0.000488792,0,0,0,0,0,0,0,0.370795,-34.9219,-0.248153,22.3731,0.943077,2.23406,0.109363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532671,-1.33981,0.370609,0.343148,0.192002,0.007527,0.104384,-2.99263,0.607101,1.16207,-0.102935,-2.35402,0.473011,0.0798874,0
689.868,0.240903,0.153074,-0.141531,-1.75062,0.0804474,2.00147,0.905394,0.994524,-0.0506752,0.0912983,0,-0.0447388,-0.996811,-0.0659348,0,0.0943503,0.0614903,-0.993638,0,0.623232,0.0767793,0.385545,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0771114,0.195153,-0.000841439,-0.000493771,-0.0188599,0.322323,-0.0154115,0,0,0,0,0,0,0,0.370795,-35.3028,-0.248153,22.5596,0.987938,2.3723,0.189014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541966,-1.10951,0.36256,0.178635,0.202837,-0.00941415,0.130468,-2.93187,0.6637,0.798004,-0.156657,-2.1049,0.473168,0.0798874,0
689.902,0.23821,0.159803,-0.141518,-1.75052,0.0798624,2.01104,0.904164,0.994132,-0.0522989,0.0945854,0,-0.0463008,-0.996831,-0.064535,0,0.0976627,0.0597781,-0.993423,0,0.62572,0.075186,0.382427,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0809682,0.194521,0.000375275,0.0053193,-0.0232084,0.225337,-0.0562027,0,0,0,0,0,0,0,0.263678,-35.3781,-0.39891,22.4088,0.952233,2.25328,0.199084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415357,-1.0349,0.262793,0.124951,0.213516,-0.0134099,0.157128,-2.86586,0.523811,0.69366,-0.0811948,-1.99833,0.355902,0.0798874,0
689.936,0.235305,0.16666,-0.141523,-1.75037,0.0791716,2.01736,0.900363,0.994166,-0.0513257,0.09476,0,-0.0455269,-0.997004,-0.0623748,0,0.0976794,0.0576979,-0.993544,0,0.627564,0.0733931,0.378886,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0875054,0.204705,-0.000653911,0.00145684,-0.024114,0.166303,-0.153558,0,0,0,0,0,0,0,0.4065,-35.7233,-0.359237,22.4088,0.978783,2.32286,0.278735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612664,-1.2565,0.425212,0.228988,0.23474,0.00456213,0.193854,-3.22469,0.865084,0.967354,-0.242139,-2.35679,0.546411,0.0798868,0
689.97,0.232224,0.173723,-0.141545,-1.75038,0.0784096,2.02282,0.894596,0.994396,-0.0484864,0.0938404,0,-0.0429846,-0.997276,-0.0597883,0,0.0964855,0.0554207,-0.99379,0,0.629191,0.0714445,0.375034,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0892935,0.20998,-0.000495429,0.000471331,-0.0235561,0.150703,-0.182648,0,0,0,0,0,0,0,0.335089,-36.0248,-0.323531,22.4485,0.961388,2.3723,0.229297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58306,-1.21968,0.367789,0.18241,0.236275,-0.00031562,0.206961,-3.28173,0.822123,0.89583,-0.229675,-2.33801,0.503523,0.0798868,0
690.004,0.228949,0.180863,-0.141551,-1.75037,0.0776504,2.02709,0.886765,0.99481,-0.0436892,0.0917854,0,-0.0385637,-0.997626,-0.0568921,0,0.0940548,0.0530583,-0.994152,0,0.630567,0.0693625,0.371003,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0974079,0.211954,-0.000850561,-0.000998293,-0.0218084,0.100967,-0.289856,0,0,0,0,0,0,0,0.55329,-36.1399,-0.283859,22.4485,0.933922,2.24321,0.258594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756551,-0.922133,0.524478,0.0341592,0.231441,-0.0138436,0.232768,-3.02476,1.18089,0.520715,-0.46036,-1.97211,0.675119,0.0798868,0
690.038,0.225611,0.187973,-0.141552,-1.75029,0.0770654,2.02904,0.874555,0.995539,-0.0345283,0.0876996,0,-0.0298945,-0.998105,-0.0536112,0,0.0893862,0.0507513,-0.994703,0,0.631461,0.067242,0.366767,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0978711,0.202495,-0.000474829,0.00395881,-0.0102085,0.027965,-0.371472,0,0,0,0,0,0,0,0.335089,-36.3303,-0.39891,22.3731,0.907372,2.26335,0.249438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445761,-0.584587,0.266198,-0.136644,0.199815,-0.0326099,0.233233,-2.5558,0.753642,0.106822,-0.285964,-1.46095,0.378321,0.0798868,0
690.072,0.22242,0.195231,-0.141536,-1.7502,0.0767423,2.02939,0.860492,0.996357,-0.0233885,0.0818953,0,-0.0192989,-0.998534,-0.0503768,0,0.0829551,0.0486137,-0.995367,0,0.631991,0.0652443,0.362269,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0935462,0.216862,0.00103944,0.00541059,-0.00423165,0.00142564,-0.454219,0,0,0,0,0,0,0,0.227972,-36.7508,-0.585372,22.3731,0.898217,2.21391,0.239368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2081,-0.980271,0.0837445,-0.0101004,0.193039,-0.0517564,0.233244,-3.15602,0.349298,0.619711,-0.0445912,-2.04118,0.164156,0.0798868,0
690.106,0.219475,0.202619,-0.141579,-1.75017,0.0766309,2.0294,0.845098,0.997075,-0.0108152,0.075539,0,-0.00724752,-0.998843,-0.0473443,0,0.0759651,0.0466592,-0.996018,0,0.632388,0.0633843,0.357623,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.088626,0.217221,0.00025972,0.00375585,-0.00296775,0.00117697,-0.451207,0,0,0,0,0,0,0,0.370795,-36.9413,-0.359237,22.262,0.916527,2.1544,0.0498535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23942,-0.830703,0.0997378,-0.104757,0.187103,-0.105059,0.18369,-3.01702,0.322242,0.504517,-0.0303587,-1.8404,0.185038,0.0798868,0
690.137,0.216789,0.20944,-0.141562,-1.75001,0.0766011,2.02947,0.831787,0.997555,-5.95396e-05,0.0697422,0,0.00307814,-0.998978,-0.0448809,0,0.069675,0.0449867,-0.996555,0,0.632761,0.0617304,0.353401,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0806097,0.217351,0.00101403,0.00664258,-0.000735688,0.00779748,-0.383258,0,0,0,0,0,0,0,0.263678,-36.9016,-0.585372,22.1867,0.924767,2.11504,0.0297119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148536,-0.656839,0.032199,-0.309881,0.177571,-0.182931,0.124535,-3.20634,0.0698925,0.231798,0.097971,-1.7154,0.0963194,0.0798868,0
690.173,0.213855,0.217427,-0.14157,-1.74957,0.0765606,2.02992,0.819299,0.997933,0.00960332,0.0633895,0,0.0123079,-0.999015,-0.0424146,0,0.0629209,0.0431079,-0.997087,0,0.633293,0.059911,0.34862,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0781915,0.222231,4.22854e-05,0.014597,-0.000180755,0.0167606,-0.298782,0,0,0,0,0,0,0,0.263678,-37.3975,-0.509994,22.1867,0.916527,2.10497,-0.00050053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182171,-0.633114,0.0468492,-0.396783,0.178124,-0.233572,0.0650092,-3.43547,-0.002684,0.195081,0.151956,-1.76138,0.11742,0.0798868,0
690.207,0.211166,0.225212,-0.141573,-1.74889,0.0765126,2.03095,0.812071,0.998218,0.0142325,0.0577857,0,0.0165871,-0.999033,-0.0404734,0,0.0571549,0.0413606,-0.997508,0,0.633953,0.0582497,0.344138,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0746569,0.228252,1.40397e-05,0.0294779,-0.000127099,0.0491158,-0.154704,0,0,0,0,0,0,0,0.4065,-37.4372,-0.509994,22.1867,0.916527,2.08482,-0.0398682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164419,-0.595551,0.0687412,-0.508081,0.178087,-0.278484,0.0262467,-3.72646,-0.0919737,0.0991119,0.212982,-1.81284,0.114061,0.0798868,0
690.241,0.20856,0.233126,-0.14157,-1.74786,0.0764302,2.03327,0.807545,0.998424,0.016218,0.0535502,0,0.0183066,-0.999072,-0.0387465,0,0.0528731,0.0396665,-0.997813,0,0.634934,0.0566481,0.339862,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0745543,0.231645,-0.000110514,0.0370438,-0.00278853,0.0926818,-0.110976,0,0,0,0,0,0,0,0.370795,-37.4729,-0.545699,22.0756,0.916527,2.05553,0.00957027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102461,-0.598332,0.015428,-0.544475,0.185467,-0.304762,0.0134396,-3.83344,-0.213358,0.123962,0.287553,-1.84438,0.0513427,0.0798868,0
690.275,0.206083,0.241093,-0.141566,-1.74644,0.0762999,2.03788,0.804597,0.998505,0.0167031,0.051869,0,0.0186431,-0.999126,-0.0371463,0,0.0512042,0.0380585,-0.997963,0,0.636457,0.0551365,0.335957,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0756628,0.231535,0.000964263,0.0400181,-0.00215871,0.171625,-0.0715519,0,0,0,0,0,0,0,0.335089,-37.818,-0.621078,22.1113,0.889061,2.09489,-0.0398682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214429,-0.317292,0.106967,-0.728423,0.188548,-0.365381,0.00749225,-3.71588,-0.0408766,-0.208275,0.184348,-1.52847,0.153192,0.0798868,0
690.309,0.20381,0.24917,-0.141568,-1.74492,0.0762617,2.0461,0.80308,0.998421,0.0157895,0.0537244,0,0.0177258,-0.999194,-0.0357583,0,0.0531174,0.0366548,-0.997915,0,0.638711,0.0537692,0.332375,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0699955,0.236472,0.00114918,0.0475285,-0.000179498,0.275769,-0.0267535,0,0,0,0,0,0,0,0.335089,-38.0838,-0.621078,22.1867,0.916527,1.96581,-0.00050053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114665,-0.270676,0.00450775,-0.769257,0.183486,-0.40668,0.00762159,-3.66853,-0.197925,-0.181939,0.253789,-1.46216,0.0470903,0.0798868,0
690.343,0.201589,0.257387,-0.141564,-1.74272,0.0761812,2.05565,0.802474,0.998243,0.0140381,0.0573947,0,0.0160308,-0.99927,-0.0344073,0,0.0568709,0.0352677,-0.997758,0,0.641395,0.0524483,0.329147,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0687036,0.242104,0.00156808,0.0685233,0.000217471,0.298168,-0.0197662,0,0,0,0,0,0,0,0.263678,-38.2346,-0.732162,22.0756,0.879906,2.01524,0.0791503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20886,-0.495275,0.0889756,-0.640832,0.190895,-0.427049,0.0334822,-3.82262,-0.00998117,0.252538,0.177154,-1.74584,0.145007,0.0798868,0
690.376,0.199499,0.265212,-0.141572,-1.74046,0.0761774,2.0679,0.802105,0.997854,0.0120582,0.0642055,0,0.0142158,-0.999336,-0.0332538,0,0.0637632,0.0340958,-0.997382,0,0.64462,0.0512121,0.326462,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.063305,0.231789,-0.00128087,0.0684673,-0.000785724,0.39271,-0.00856258,0,0,0,0,0,0,0,0.227972,-38.2346,-0.621078,21.9605,0.898217,1.93651,0.0599243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322672,0.139438,0.209525,-0.937145,0.178591,-0.4686,0.0456324,-3.13883,0.247145,-0.556746,-0.00447976,-0.890249,0.25994,0.0798868,0
690.41,0.197503,0.273238,-0.141561,-1.7382,0.0761699,2.0824,0.801789,0.997267,0.0100938,0.0730578,0,0.012467,-0.999397,-0.0321005,0,0.0726911,0.0329242,-0.996811,0,0.648268,0.0500378,0.323877,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0537723,0.23966,0.00136047,0.0610855,0.000199728,0.469958,-0.0121255,0,0,0,0,0,0,0,0.192267,-38.8059,-0.771835,22.1113,0.879906,2.02531,0.099292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262104,-0.445185,-0.0432385,-0.60585,0.18125,-0.405065,0.0751712,-3.49998,-0.172372,0.27853,0.235561,-1.58628,-0.0188979,0.0798868,0
690.444,0.19555,0.281413,-0.141572,-1.73577,0.0760817,2.09823,0.801243,0.996483,0.00842188,0.083254,0,0.0110241,-0.999454,-0.0308457,0,0.0829503,0.0316557,-0.996051,0,0.652197,0.0488602,0.321415,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0566077,0.241015,0.000418938,0.0756107,0.00106627,0.472733,-0.0229658,0,0,0,0,0,0,0,0.335089,-39.036,-0.660751,22.0359,0.82589,2.13426,0.099292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121299,-0.64652,0.0649596,-0.514056,0.195109,-0.362682,0.0931148,-3.81137,0.00383523,0.490268,0.174827,-1.89539,0.0894746,0.0798868,0
690.478,0.193638,0.289789,-0.141637,-1.73304,0.0760585,2.11416,0.801018,0.995575,0.00643662,0.0936486,0,0.00924952,-0.999508,-0.0296335,0,0.0934136,0.0303691,-0.995164,0,0.656198,0.0476785,0.318991,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0560338,0.249958,-0.00590217,0.0830204,-0.000468338,0.449263,0.00164232,0,0,0,0,0,0,0,0.335089,-39.1867,-0.621078,22.2224,0.879906,2.19377,0.0690795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432286,-0.637522,0.341181,-0.422239,0.186168,-0.28012,0.0856443,-3.59079,0.499873,0.446139,-0.0674683,-1.82798,0.400299,0.0798868,0
690.512,0.191618,0.298427,-0.141659,-1.72988,0.0760264,2.12932,0.800964,0.994619,0.00430101,0.103422,0,0.00727535,-0.999561,-0.0283991,0,0.103256,0.0289993,-0.994232,0,0.66013,0.046449,0.316523,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0592759,0.258587,-0.000543931,0.106234,-0.000239198,0.412604,-0.00306757,0,0,0,0,0,0,0,0.4065,-39.6469,-0.660751,22.0756,0.924767,2.09489,0.139575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436496,-0.811835,0.327842,-0.316309,0.184725,-0.22644,0.0975826,-3.74229,0.516991,0.641678,-0.0738603,-2.05619,0.401475,0.0798868,0
690.546,0.189572,0.307494,-0.141668,-1.72617,0.075994,2.14301,0.800779,0.993713,0.00239194,0.111848,0,0.005454,-0.999609,-0.0270787,0,0.111742,0.027519,-0.993356,0,0.663886,0.0452111,0.313878,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0600091,0.271572,-9.22089e-05,0.108129,-0.00331639,0.405721,-0.00913116,0,0,0,0,0,0,0,0.446173,-39.9881,-0.732162,22.0002,0.870751,2.25328,0.129504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394772,-0.938299,0.271598,-0.28859,0.193168,-0.183063,0.108057,-4.0629,0.445962,0.708451,-0.0346461,-2.28903,0.353624,0.0798868,0
690.58,0.187496,0.316661,-0.14165,-1.72235,0.0759307,2.15559,0.800558,0.992861,0.000605892,0.119195,0,0.00369581,-0.999653,-0.0257038,0,0.11914,0.0259613,-0.992538,0,0.667422,0.0439546,0.311095,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0570421,0.268607,0.0012598,0.119581,-0.00345665,0.348836,-0.0138988,0,0,0,0,0,0,0,0.263678,-39.8374,-0.958297,22.0359,0.879906,2.31279,0.109363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236696,-0.830673,0.104121,-0.33088,0.194081,-0.150175,0.116079,-3.92131,0.216902,0.516788,0.05367,-2.13054,0.182882,0.0798868,0
690.614,0.185369,0.325879,-0.141664,-1.71841,0.0758664,2.16737,0.800368,0.992046,-0.00123134,0.125794,0,0.00184113,-0.999693,-0.0243053,0,0.125787,0.0243441,-0.991758,0,0.670799,0.0426317,0.308233,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0628753,0.277866,-0.000391099,0.119353,0.00041469,0.303516,-0.00888897,0,0,0,0,0,0,0,0.370795,-40.369,-0.80754,22.0756,0.870751,2.25328,0.178943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306477,-1.20495,0.15413,-0.0904316,0.200283,-0.100626,0.110047,-4.08776,0.308061,1.07515,0.0439048,-2.56279,0.252666,0.0798868,0
690.648,0.183079,0.335351,-0.141661,-1.71393,0.0757934,2.17593,0.800334,0.991565,-0.00322822,0.129492,0,-0.000269748,-0.999729,-0.0228575,0,0.129534,0.0226302,-0.991317,0,0.673673,0.0412134,0.305091,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0661653,0.278734,-0.000922586,0.130521,-0.00127146,0.242726,-0.00703557,0,0,0,0,0,0,0,0.370795,-40.6348,-0.847213,21.8852,0.907372,2.36223,0.199084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615197,-0.824897,0.430472,-0.246016,0.18904,-0.0813463,0.110338,-3.7456,0.808704,0.504846,-0.220262,-2.08038,0.558983,0.0798868,0
690.682,0.180754,0.344639,-0.141686,-1.70941,0.0757396,2.1835,0.800302,0.991171,-0.0052549,0.132412,0,-0.00243611,-0.999758,-0.0214408,0,0.132495,0.0209294,-0.990963,0,0.676338,0.0397447,0.301955,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0734326,0.266244,1.33465e-05,0.133751,-5.58188e-06,0.188577,-0.00279744,0,0,0,0,0,0,0,0.4065,-40.6745,-0.847213,21.9605,0.889061,2.40251,0.099292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.561953,-0.752407,0.387277,-0.229662,0.19121,-0.0347075,0.115014,-3.50137,0.755587,0.381434,-0.197991,-1.92423,0.50722,0.0798868,0
690.716,0.178363,0.353996,-0.141694,-1.70433,0.0754637,2.18767,0.800254,0.991153,-0.00707442,0.132462,0,-0.00449005,-0.999784,-0.0197986,0,0.132576,0.019029,-0.99099,0,0.678477,0.0382243,0.298638,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0714546,0.281674,-0.000834655,0.162981,-0.00784128,0.0628157,-0.00449746,0,0,0,0,0,0,0,0.370795,-41.095,-0.882919,22.2224,0.898217,2.44188,0.129504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400027,-0.848816,0.276559,-0.253702,0.202599,-0.00194914,0.12163,-3.91554,0.515502,0.37997,-0.0680681,-2.15015,0.360423,0.0798868,0
690.75,0.175951,0.363478,-0.141708,-1.69867,0.074991,2.1885,0.799925,0.991514,-0.00842588,0.129655,0,-0.00615503,-0.999811,-0.0179052,0,0.129784,0.0169555,-0.991397,0,0.680103,0.0366735,0.295116,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0744529,0.27188,0.00209092,0.162897,-0.0134933,0.00304987,-0.0183808,0,0,0,0,0,0,0,0.4065,-41.0553,-0.958297,21.8852,0.898217,2.3723,0.109363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365252,-0.687078,0.242872,-0.345283,0.211642,0.00688989,0.12863,-3.84743,0.478991,0.113737,-0.0576701,-1.96362,0.321002,0.0798868,0
690.784,0.173374,0.372729,-0.141703,-1.69315,0.0745134,2.18848,0.799326,0.991962,-0.0096478,0.126094,0,-0.00768928,-0.999833,-0.0160095,0,0.12623,0.0149116,-0.991889,0,0.681507,0.0350099,0.291564,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0814404,0.27111,0.000565952,0.162232,-0.0182217,-0.000230479,-0.0154008,0,0,0,0,0,0,0,0.299384,-41.5869,-1.03368,22.0359,0.898217,2.38237,0.0690795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577801,-0.433063,0.417522,-0.379099,0.223239,-0.0297165,0.125892,-3.22325,0.81921,-0.0731144,-0.207629,-1.50495,0.521435,0.0798868,0
690.818,0.170671,0.38208,-0.14169,-1.68768,0.0739735,2.18846,0.798637,0.992413,-0.0108629,0.122386,0,-0.00921282,-0.999849,-0.0140405,0,0.122523,0.0128067,-0.992383,0,0.682869,0.0332473,0.287904,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0838569,0.272788,0.000392493,0.156476,-0.00820634,0.000487333,-0.0266255,0,0,0,0,0,0,0,0.192267,-41.5869,-1.18046,21.7384,0.879906,2.343,0.199084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627494,-0.851406,0.419095,-0.214574,0.220125,-0.0346205,0.130667,-3.78185,0.87458,0.548273,-0.224528,-2.11567,0.563144,0.0798868,0
690.852,0.167978,0.391163,-0.141698,-1.68243,0.0733495,2.18843,0.797514,0.992852,-0.0116211,0.118708,0,-0.0102702,-0.999866,-0.0119853,0,0.118833,0.0106807,-0.992857,0,0.684144,0.0314524,0.284294,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0743445,0.264992,0.00115837,0.15346,-0.0179883,-0.0038503,-0.0492082,0,0,0,0,0,0,0,0.517584,-41.8171,-1.06938,22.0002,0.943077,2.38237,0.209155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261677,-0.68921,0.0813566,-0.292233,0.228348,-0.0366988,0.151841,-3.53674,0.36829,0.338511,-0.0232674,-1.86444,0.187389,0.0798868,0
690.886,0.165153,0.399856,-0.141683,-1.67722,0.0724303,2.18828,0.795304,0.993262,-0.0112402,0.115256,0,-0.0101973,-0.999892,-0.00963402,0,0.115354,0.00839396,-0.993289,0,0.685379,0.0295409,0.280902,1,0.275095,0.0698027,-0.140984,-1.75508,0.0852376,1.70857,0.967156,-0.0836942,0.25222,-0.00146018,0.153692,-0.0316053,-0.00340809,-0.073048,0,0,0,0,0,0,0,0.370795,-42.1979,-1.22014,21.9248,0.889061,2.39244,0.158801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617878,0.0314034,0.326286,-0.542785,0.232008,-0.0592717,0.166775,-2.5563,0.942049,-0.591269,-0.335602,-0.829928,0.504295,0.0798868,0
